"LongTable-checkbox","lineage1","lineage2","lineage3","depmapId","displayName"
"true","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","ACH-000035","NCIH1650"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000893","NCIH1651"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000448","NCIH1666"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002170","NCIH1688"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000021","NCIH1693"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000431","NCIH1694"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000747","NCIH1703"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000675","NCIH1734"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000282","NCIH1755"
"true","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","ACH-001362","NCIH1770"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000379","NCIH1781"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000496","NCIH1792"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000888","NCIH1793"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000033","NCIH1819"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000559","NCIH1836"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000733","NCIH1838"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000894","NCIH1869"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001136","NCIH187"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000586","NCIH1876"
"true","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000434","NCIH1915"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000870","NCIH1930"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000414","NCIH1944"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000752","NCIH196"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000729","NCIH1963"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000587","NCIH1975"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-001137","NCIH1993"
"true","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","ACH-000533","NCIH2004RT"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000886","NCIH2009"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000781","NCIH2023"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000298","NCIH2029"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000521","NCIH2030"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Sarcomatoid Type","ACH-000153","NCIH2052"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000727","NCIH2066"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000590","NCIH2073"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000394","NCIH2081"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000451","NCIH2085"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000841","NCIH2087"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000290","NCIH209"
"true","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000904","NCIH2106"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000639","NCIH211"
"true","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","ACH-000929","NCIH2110"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000311","NCIH2122"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000785","NCIH2126"
"true","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","ACH-001363","NCIH2135"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001138","NCIH2141"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000481","NCIH2170"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000525","NCIH2171"
"true","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","ACH-000924","NCIH2172"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000399","NCIH2196"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000610","NCIH2227"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000447","NCIH2228"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-000367","NCIH226"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000912","NCIH2286"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000718","NCIH2291"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000900","NCIH23"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000951","NCIH2342"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000875","NCIH2347"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000121","NCIH2405"
"true","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","ACH-000186","NCIH2444"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Biphasic Type","ACH-000092","NCIH2452"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002171","NCIH250"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-000648","NCIH28"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000700","NCIH2882"
"true","Lung","Non-Small Cell Lung Cancer","Non-Small Cell Lung Cancer","ACH-000251","NCIH2887"
"true","Lung","Non-Small Cell Lung Cancer","Mucoepidermoid Carcinoma of the Lung","ACH-001075","NCIH292"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000337","NCIH3122"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000837","NCIH322"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-002172","NCIH322M"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000109","NCIH3255"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001364","NCIH345"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000860","NCIH358"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002173","NCIH378"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000638","NCIH441"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000800","NCIH446"
"true","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000463","NCIH460"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000360","NCIH508"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000871","NCIH510"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000395","NCIH520"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000343","NCIH522"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000816","NCIH524"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000767","NCIH526"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenosquamous Carcinoma","ACH-000628","NCIH596"
"true","Bowel","Colorectal Adenocarcinoma","Colorectal Adenocarcinoma","ACH-002287","NCIH630"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001599","NCIH64"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenosquamous Carcinoma","ACH-000378","NCIH647"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000945","NCIH650"
"true","Prostate","Prostate Small Cell Carcinoma","Prostate Small Cell Carcinoma","ACH-000177","NCIH660"
"true","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000853","NCIH661"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000089","NCIH684"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000358","NCIH69"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000491","NCIH716"
"true","Lung","Lung Neuroendocrine Tumor","Lung Carcinoid","ACH-002174","NCIH720"
"true","Lung","Lung Neuroendocrine Tumor","Lung Carcinoid","ACH-000775","NCIH727"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-002175","NCIH740"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000403","NCIH747"
"true","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000789","NCIH810"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000355","NCIH82"
"true","Lung","Lung Neuroendocrine Tumor","Lung Carcinoid","ACH-002177","NCIH835"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000416","NCIH838"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000292","NCIH841"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-001365","NCIH847"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000710","NCIH854"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000297","NCIH889"
"true","Lymphoid","Non-Hodgkin Lymphoma","Plasma Cell Myeloma","ACH-000050","NCIH929"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Tubular Stomach Adenocarcinoma","ACH-000427","NCIN87"
"true","Myeloid","Myeloproliferative Neoplasms","Chronic Myelogenous Leukemia","ACH-000076","NCO2"
"true","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","ACH-002288","NEC8"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001366","NGP"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001603","NH12"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-000203","NH6"
"true","CNS/Brain","Non-Cancerous","Immortalized Epithelial Cells, CNS","ACH-001142","NHAHTDD"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000001","NIHOVCAR3"
"true","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","ACH-002289","NK92MI"
"true","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","ACH-001143","NKL"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-002290","NKM1"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001367","NMB"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000200","NMCG1"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001605","NO10"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001606","NO11"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-001977","NO36"
"true","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","ACH-000168","NOMO1"
"true","Bone","Osteosarcoma","Osteosarcoma","ACH-002067","NOS1"
"true","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","ACH-001607","NOZ"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001608","NP2"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001609","NP3"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001610","NP5"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001611","NP8"
"true","Testis","Non-Seminomatous Germ Cell Tumor","Embryonal Carcinoma","ACH-002291","NTERA2CLD1"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-000388","NUDHL1"
"true","Lymphoid","Non-Hodgkin Lymphoma","Activated B-cell Type","ACH-000287","NUDUL1"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000761","NUGC2"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000911","NUGC3"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Diffuse Type Stomach Adenocarcinoma","ACH-000674","NUGC4"
"true","Bone","Osteosarcoma","Osteosarcoma","ACH-002178","NY"
"true","Skin","Melanoma","Melanoma","ACH-001982","NZM3"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Endometrioid Ovarian Cancer","ACH-001991","NZOV9"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ACH-001368","OACM51"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ACH-002292","OACP4C"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000116","OAW28"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-000704","OAW42"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-000962","OC314"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001144","OC315"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001145","OC316"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000113","OCIAML2"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000336","OCIAML3"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-001613","OCIAML4"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000065","OCIAML5"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-001719","OCIC4P"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-001369","OCIC5X"
"true","Lymphoid","Non-Hodgkin Lymphoma","Activated B-cell Type","ACH-001146","OCILY10"
"true","Lymphoid","Non-Hodgkin Lymphoma","Follicular T-Cell Lymphoma","ACH-001147","OCILY12"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-001148","OCILY132"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-001616","OCILY18"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-000124","OCILY19"
"true","Lymphoid","Non-Hodgkin Lymphoma","Activated B-cell Type","ACH-000158","OCILY3"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-001617","OCILY7"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000751","OCIM1"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-001618","OCIM2"
"true","Lymphoid","Non-Hodgkin Lymphoma","Plasma Cell Myeloma","ACH-000854","OCIMY5"
"true","Lymphoid","Non-Hodgkin Lymphoma","Plasma Cell Myeloma","ACH-000436","OCIMY7"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001370","OCIP5X"
"true","Breast","Invasive Breast Carcinoma","Invasive Breast Carcinoma","ACH-002179","OCUBM"
"true","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","ACH-001619","OCUG1"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Diffuse Type Stomach Adenocarcinoma","ACH-000247","OCUM1"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000679","OE19"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000544","OE21"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Esophageal Adenocarcinoma","ACH-000383","OE33"
"true","Ovary/Fallopian Tube","Non-Cancerous","Immortalized Ovarian Cells","ACH-000494","OELE"
"true","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-002180","OMC1"
"true","Eye","Ocular Melanoma","Uveal Melanoma","ACH-002017","OMM1"
"true","Eye","Ocular Melanoma","Uveal Melanoma","ACH-002018","OMM25"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000013","ONCODG1"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001622","ONDA7"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001623","ONDA8"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001624","ONDA9"
"true","Pleura","Pleural Mesothelioma","Pleural Mesothelioma, Epithelioid Type","ACH-001992","ONE58"
"true","CNS/Brain","Embryonal Tumor","Medulloblastoma","ACH-000776","ONS76"
"true","Lymphoid","Non-Hodgkin Lymphoma","Plasma Cell Myeloma","ACH-000057","OPM1"
"true","Lymphoid","Non-Hodgkin Lymphoma","Plasma Cell Myeloma","ACH-000024","OPM2"
"true","Bone","Osteosarcoma","Osteosarcoma","ACH-001814","OS252"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001625","OSC19"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001626","OSC20"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000159","OSRC2"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000296","OUMS23"
"true","Bone","Chondrosarcoma","Chondrosarcoma","ACH-001150","OUMS27"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001373","OV17R"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-000091","OV56"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Mixed Ovarian Carcinoma","ACH-000688","OV7"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-000291","OV90"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-002181","OVCA420"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-002182","OVCA433"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000617","OVCAR4"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-001151","OVCAR5"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000696","OVCAR8"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-000527","OVISE"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Endometrioid Ovarian Cancer","ACH-000947","OVK18"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000443","OVKATE"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-000646","OVMANA"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-002183","OVMIU"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000409","OVSAHO"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-000663","OVTOKO"
"true","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-000372","P12ICHIKAWA"
"true","Myeloid","Myeloproliferative Neoplasms","Chronic Myeloid Leukemia, BCR-ABL1+","ACH-002061","P2URK562"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-002059","P30OHK"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000770","P31FUJ"
"true","Lymphoid","Non-Hodgkin Lymphoma","Burkitt Lymphoma","ACH-002293","P32ISH"
"true","Lymphoid","Non-Hodgkin Lymphoma","Burkitt Lymphoma","ACH-000707","P3HR1"
"true","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-001627","P4E6"
"true","Ovary/Fallopian Tube","Ovarian Germ Cell Tumor","Mixed Germ Cell Tumor","ACH-001374","PA1"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001375","PACADD119"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001376","PACADD135"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001377","PACADD137"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001378","PACADD159"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001379","PACADD161"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001380","PACADD165"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-001382","PACADD188"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000042","PANC0203"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000031","PANC0213"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000139","PANC0327"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000235","PANC0403"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000093","PANC0504"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000417","PANC0813"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000164","PANC1"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000060","PANC1005"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000599","PATU8902"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000022","PATU8988S"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000023","PATU8988T"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000030","PC14"
"true","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-000090","PC3"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-002184","PC3JPC3"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000779","PC9"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Hypopharynx Squamous Cell Carcinoma","ACH-002294","PCI15A"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-002295","PCI30"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-002296","PCI38"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Larynx Squamous Cell Carcinoma","ACH-002297","PCI4B"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-002298","PCI6A"
"true","Lymphoid","Non-Hodgkin Lymphoma","Plasma Cell Myeloma","ACH-001162","PCM6"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-001628","PEA1"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000619","PECAPJ15"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000606","PECAPJ34CLONEC12"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000732","PECAPJ41CLONED2"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000735","PECAPJ49"
"true","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-000519","PEER"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001630","PEO1"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001632","PEO4"
"true","Skin","Merkel Cell Carcinoma","Merkel Cell Carcinoma","ACH-001170","PETA"
"true","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-000937","PF382"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-000140","PFEIFFER"
"true","CNS/Brain","Embryonal Tumor","Primitive Neuroectodermal Tumor","ACH-001711","PFSK1"
"true","Lymphoid","Non-Hodgkin Lymphoma","Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma","ACH-001634","PGA1"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000307","PK1"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000468","PK45H"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000205","PK59"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-002039","PK8"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-002185","PL18"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000218","PL21"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-002186","PL4"
